tweets,class
iwantsomebodythat listens to me rant about politics and shares my dislike for obama,-1
thingsbetterthanvalverde the obama campaign thatsrough,0
obama says that romney holds extreme positions will follow through on them if he wins worked for obama last time,0
romney surge narrative may boost obama's gotv effort,0
that awkward moment when your individual is stating how stupid obama is and you can't respond blankstare,-1
obama 'sped up cyberattacks' on iran's nuclear programme biber,0
ready to cheer on president obama in tonights debate watch live at 9pm et teamobamabiden,0
obama's slippery foreign oil promise via for ipad,0
team obama my way bae,1
i know that you can't read but obama actually cut the deficits by a lot take a look,1
help make a new obama mural after vandalism help make a new obama mural after vandalismhouston chronicle,0
poll obama grabs wide lead among early voters,0
we have obama a chance for change but now we do need change change of president romney2012 current2012 debate2 consevative,0
1 am what time is the obamaromney debate,0
tommy thompsons son we have the opportunity to send obama back to kenya jason thompson the son of republic,0
romney gets traction obamadidntbuildit,0
obama is gonna win this election,1
a serious debate prep session for obama,0
when romney contradicts himself use that line will your campaign be fact checking you tomorrow,0
bruce springsteen to campaign for obama in ohio iowa,0
lets go president obama,1
hillary's problem the fog of war obama's problem the fog of bore debate2012,0
an english translation of obamacare and romney's health plans debatehealth,0
abc censors obama is communist joke i'm not a bit surprised,0
eichenberg obama lead on the fiscal cliff health care reform arab spring but he didn't take credit in the last debate engagethedebate,0
decker biden meltdown burns obama campaign washington times,0
obama considers military strike over benghazi attack,0
obama has criticised special services,0
aim newswire romney obama square off in the 2nd of 3 debates rsrh tcot p2 media tv mediabias rnc gop dnc,0
fact sheet obama administration takes action to reduce prescription drug shortages in the us healer,0
whos the real outsourcer romney or obama,0
obama executive orderallows seizure of americans' bank accounts cotus tcot takebackamerica wakeupamerica,-1
why didn't the obama admin out of mercenary self interest at least insure proper security on 911 of all days,0
newsweek cover obama,0
obama romney camps both worried that candy crowley will ask questions washington post blog,0
i'm not getting on twitter or facebook to till tom afternoon because i care not to see fights over romney and obama behappy ivoteforpeace,0
politifact as a of gross domestic product discretionary spending under obama reached its highest level in about two decades,0
really is this if u want more liberty 2 make ur own decisions vote romney if u wud rather gubmint makem 4u vote obama tcot p2,0
hillary clinton shields obama from benghazi scandal news conservative dcexclusives uncategorized politics,-1
obama romney roll out big guns in deficit fight,0
they r be n deceivedvia their pastors 2 vote against a man who spks truthobama';4 aman who liesromney& whothinks he is =2god,0
moronic romney supporter in crowd for just said romney will end war in afghanistan faster than obama who are these people,0
obama refuses to use the buck stops here because he thinks it might be construed as a racial slur,0
if obama thinks nicki is good enough to listen to on a consistent basis i really question so many things about him,-1
obama's great oil alaska shutout,0
urgent obama wants to ban viral video by french conservatives tcot teaparty lnyhbt romneyryan2012 p2,0
obama did a 2pg interview in glamour about concerns for woman voters romney was to busy for an interview ridiculous obama2012,0
romney ryan hit obama on china the starledger china news,0
women business cheat sheet heres how to win obama money pleasert,0
obama laywers r already working on law to pass a bill sealing all presidential recordsjust like all his other rec,-1
in ma where mitt romney was governor obama is up in three different polls by 28 points 22 points and 18 points,0
on obama carter and second chances,0
morgan freeman ad for obama campaign goes viral [video] oscarwinning actor morgan freeman who has already con,0
jason thompson on obama 'we have the opportunity' to send the president back to kenya video via,0
ppp poll obama leads by 5 in ohio,0
obama for prez,1
exclusive poll obama's support among hispanic voters eroding,0
tomorrow night take obama to school again as you did in the first debate you will be president sir,0
so hillary takes the fall the night b4 debate takes the sails out of romneys blame obama strategy well played obamawell played,-1
in north carolina dimmed black enthusiasm could hurt obama,-1
